header_length,protocol_type,time_to_live,rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,rst_count,http,https,dns,tcp,udp,icmp,tot_sum,min_packet_size,max_packet_size,avg_packet_size,std_packet_size,tot_size,iat,packet_number,variance,attack_type,attack_class,is_attack,flow_id,severity,source_country,destination_server,source_ip
32.0,6,118.0,202.905818,0.1,0.0,0.0,0.5,1.0,10,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,2173,66,855,217.3,280.8657449150157,217.3,0.005207,10,78885.56666666665,BrowserHijacking,Web-based,1,ciciot2023-0002137,high,France,smart-home-hub-03,10.23.8.97
30.4,6,64.7,259.98617,0.1,0.2,0.0,0.3,0.8,8,2,1,0,0.3,0.4,0.1,0.9,0.1,0.0,1320,66,441,132.0,132.5669642105453,132.0,0.004002,10,17574.0,BenignTraffic,Benign,0,ciciot2023-0002138,low,Spain,edge-gateway-01,10.37.8.98
29.6,6,182.3,784.305071,0.0,0.0,0.0,0.3,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,918,54,241,91.8,56.57404194701154,91.8,0.00173,10,3200.622222222222,DNS_Spoofing,Spoofing,1,ciciot2023-0002139,high,Netherlands,iot-dmz-api-04,10.67.8.99
0.0,47,64.0,3274.501952,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,57800,578,578,578.0,0.0,578.0,0.000297,100,0.0,Mirai-greip_flood,Mirai,1,ciciot2023-0002140,critical,Japan,camera-vlan-02,10.112.8.100
10.6,6,63.14,1519.717359,0.0,0.02,0.01,0.01,0.48,48,2,0,1,0.0,0.01,0.0,0.51,0.0,0.0,89584,60,1514,895.84,588.2255239877869,895.84,0.000639,100,346009.26707070647,DDoS-ACK_Fragmentation,DDoS,1,ciciot2023-0002141,critical,Russia,camera-vlan-02,10.89.8.101
32.0,6,211.6,3823.608405,0.0,0.0,0.0,0.1,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,750,66,156,75.0,28.46049894151541,75.0,0.000253,10,810.0,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0002142,high,Netherlands,smart-home-hub-03,10.67.8.102
17.6,17,57.9,128.887131,0.0,0.0,0.0,0.1,0.4,4,0,0,0,0.0,0.1,0.2,0.4,0.6,0.0,1211,43,677,121.1,195.77620443307768,121.1,0.01184,10,38328.32222222223,DNS_Spoofing,Spoofing,1,ciciot2023-0002143,high,Russia,iot-dmz-api-04,10.67.8.103
8.0,17,64.0,13783.604088,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,18200,182,182,182.0,0.0,182.0,7e-05,100,0.0,DoS-UDP_Flood,DoS,1,ciciot2023-0002144,critical,Russia,iot-dmz-api-04,10.77.8.104
8.0,17,64.0,40647.821288,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,2.4e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0002145,critical,China,camera-vlan-02,10.89.8.105
4.0,17,64.0,4858.760021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,93800,362,1514,938.0,578.9017815893061,938.0,0.000199,100,335127.2727272727,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0002146,critical,Russia,smart-home-hub-03,10.89.8.106
32.0,6,231.0,2679.341013,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,660,66,66,66.0,0.0,66.0,0.001302,10,0.0,BenignTraffic,Benign,0,ciciot2023-0002147,low,United States,camera-vlan-02,10.37.8.107
7.92,17,63.36,68294.173037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.99,0.0,6000,60,60,60.0,0.0,60.0,1.4e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0002148,critical,Brazil,edge-gateway-01,10.89.8.108
8.16,17,65.68,2626.768667,0.0,0.01,0.0,0.0,0.01,1,1,0,0,0.0,0.01,0.0,0.01,0.99,0.0,54906,60,554,549.06,49.399999999999935,549.06,0.000369,100,2440.3599999999938,Mirai-udpplain,Mirai,1,ciciot2023-0002149,critical,South Korea,smart-home-hub-03,10.112.8.109
13.6,17,185.0,40.748689,0.0,0.1,0.0,0.1,0.1,1,1,0,0,0.1,0.1,0.2,0.2,0.8,0.0,2427,74,358,242.7,125.54684827231272,242.7,0.027132,10,15762.01111111111,XSS,Web-based,1,ciciot2023-0002150,high,India,iot-dmz-api-04,10.23.8.110
46.4,6,87.6,19094.439506,0.0,0.0,0.0,0.0,1.0,10,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6388,86,1462,638.8,708.5052810906445,638.8,5.5e-05,10,501979.7333333333,DNS_Spoofing,Spoofing,1,ciciot2023-0002151,high,Netherlands,iot-dmz-api-04,10.67.8.111
0.28,47,65.91,3752.46692,0.0,0.0,0.01,0.0,0.01,1,0,0,1,0.0,0.0,0.0,0.01,0.01,0.0,58375,60,592,583.75,60.475118015510304,583.75,0.000259,100,3657.239898989899,Mirai-greeth_flood,Mirai,1,ciciot2023-0002152,critical,Japan,camera-vlan-02,10.112.8.112
29.6,6,83.1,27696.019698,0.0,0.0,0.0,0.0,0.9,9,0,0,0,0.0,0.9,0.0,0.9,0.1,0.0,667,66,73,66.7,2.213594362117865,66.7,3.5e-05,10,4.9,Recon-OSScan,Recon,1,ciciot2023-0002153,medium,China,smart-home-hub-03,10.93.8.113
32.0,6,64.0,327766.802649,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,660,66,66,66.0,0.0,66.0,3e-06,10,0.0,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0002154,high,Netherlands,smart-home-hub-03,10.67.8.114
18.4,6,92.2,364.861901,0.0,0.5,0.2,0.0,0.2,2,5,0,2,0.0,0.0,0.0,0.7,0.3,0.0,870,60,150,87.0,43.47413023856832,87.0,0.002691,10,1890.0,Recon-HostDiscovery,Recon,1,ciciot2023-0002155,medium,Vietnam,edge-gateway-01,10.93.8.115
32.0,6,80.8,5722.371049,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,22380,66,5858,2238.0,1564.0187552157636,2238.0,0.000204,10,2446154.6666666665,BenignTraffic,Benign,0,ciciot2023-0002156,low,Morocco,smart-home-hub-03,10.37.8.116
20.0,6,64.0,23413.021997,0.0,1.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,4.1e-05,100,0.0,DDoS-SYN_Flood,DDoS,1,ciciot2023-0002157,critical,United States,camera-vlan-02,10.89.8.117
32.0,6,164.8,376.709041,0.0,0.0,0.0,0.1,1.0,10,0,0,0,0.0,0.9,0.0,1.0,0.0,0.0,5015,66,1514,501.5,698.6996254948665,501.5,0.002586,10,488181.1666666667,BenignTraffic,Benign,0,ciciot2023-0002158,low,Spain,edge-gateway-01,10.37.8.118
19.92,6,63.36,31151.049345,0.0,0.98,0.0,0.0,0.01,1,98,0,0,0.0,0.01,0.0,0.99,0.0,0.0,6134,60,194,61.34,13.400000000000045,61.34,3.1e-05,100,179.56000000000117,DDoS-SynonymousIP_Flood,DDoS,1,ciciot2023-0002159,critical,India,iot-dmz-api-04,10.89.8.119
4.76,17,64.42,1050.710813,0.01,0.01,0.0,0.0,0.02,2,1,1,0,0.0,0.01,0.01,0.02,0.51,0.0,90305,60,1514,903.05,592.4821162539911,903.05,0.000921,100,351035.05808080785,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0002160,critical,China,edge-gateway-01,10.89.8.120
20.0,6,64.0,43033.464221,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,2.2e-05,100,0.0,DDoS-TCP_Flood,DDoS,1,ciciot2023-0002161,critical,Russia,camera-vlan-02,10.89.8.121
24.0,6,46.1,409031.299174,0.0,1.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,1.0,0.0,0.0,600,60,60,60.0,0.0,60.0,2e-06,10,0.0,Recon-OSScan,Recon,1,ciciot2023-0002162,medium,India,iot-dmz-api-04,10.93.8.122
19.8,6,63.36,45385.407795,0.0,0.99,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.99,0.0,0.0,6000,60,60,60.0,0.0,60.0,2.1e-05,100,0.0,DDoS-SynonymousIP_Flood,DDoS,1,ciciot2023-0002163,critical,Brazil,iot-dmz-api-04,10.89.8.123
8.0,17,64.0,9009.007991,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,0.000107,100,0.0,DoS-UDP_Flood,DoS,1,ciciot2023-0002164,critical,Russia,iot-dmz-api-04,10.77.8.124
22.4,6,97.2,109.451793,0.0,0.0,0.0,0.1,0.6,6,0,0,0,0.0,0.6,0.0,0.6,0.4,0.0,6264,66,2962,626.4,924.8130381626092,626.4,0.008856,10,855279.1555555555,BenignTraffic,Benign,0,ciciot2023-0002165,low,France,iot-dmz-api-04,10.37.8.125
20.0,6,64.0,32117.318105,0.0,0.81,0.19,0.0,0.0,0,81,0,19,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,3e-05,100,0.0,DoS-SYN_Flood,DoS,1,ciciot2023-0002166,critical,Netherlands,camera-vlan-02,10.77.8.126
27.2,6,93.4,150.517726,0.0,0.0,0.0,0.2,0.8,8,0,0,0,0.0,0.7,0.0,0.8,0.2,0.0,7449,60,2962,744.9,1129.6670551784518,744.9,0.006475,10,1276147.6555555554,BenignTraffic,Benign,0,ciciot2023-0002167,low,United States,camera-vlan-02,10.37.8.127
20.0,6,81.7,201.426827,0.0,0.0,0.0,0.2,0.5,5,0,0,0,0.0,0.5,0.0,0.5,0.5,0.0,2963,50,1500,296.3,505.41733031008914,296.3,0.005862,10,255446.67777777775,DNS_Spoofing,Spoofing,1,ciciot2023-0002168,high,China,edge-gateway-01,10.67.8.128
20.0,6,64.0,55528.763828,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,1.7e-05,100,0.0,DoS-TCP_Flood,DoS,1,ciciot2023-0002169,critical,Germany,edge-gateway-01,10.77.8.129
8.0,17,64.0,6351.906774,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,55400,554,554,554.0,0.0,554.0,0.000153,100,0.0,Mirai-udpplain,Mirai,1,ciciot2023-0002170,critical,Brazil,iot-dmz-api-04,10.112.8.130
34.4,6,64.0,93031.554887,0.0,0.3,0.0,0.1,1.0,10,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3940,66,3322,394.0,1028.8012441672104,394.0,1e-05,10,1058432.0,Recon-PortScan,Recon,1,ciciot2023-0002171,medium,Vietnam,edge-gateway-01,10.93.8.131
8.0,17,64.0,25540.709671,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,3.8e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0002172,critical,United States,edge-gateway-01,10.89.8.132
5.08,17,71.25,2171.907968,0.0,0.0,0.0,0.02,0.03,3,0,0,0,0.0,0.03,0.03,0.03,0.5,0.0,89384,60,1700,893.84,593.4441115516719,893.84,0.000448,100,352175.91353535315,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0002173,critical,Brazil,camera-vlan-02,10.89.8.133
8.0,17,64.0,22163.265058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,4.4e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0002174,critical,India,smart-home-hub-03,10.89.8.134
20.0,6,112.0,2838.540216,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,31200,1514,4434,3120.0,1278.3687522255332,3120.0,0.000365,10,1634226.6666666667,DictionaryBruteForce,BruteForce,1,ciciot2023-0002175,high,Russia,camera-vlan-02,10.159.8.135
20.0,6,64.0,21580.529868,0.0,1.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,4.5e-05,100,0.0,DDoS-SynonymousIP_Flood,DDoS,1,ciciot2023-0002176,critical,Russia,edge-gateway-01,10.89.8.136
8.0,17,64.0,45194.765044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,2.1e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0002177,critical,United States,camera-vlan-02,10.89.8.137
8.0,17,64.0,6352.966716,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,55400,554,554,554.0,0.0,554.0,0.000154,100,0.0,Mirai-udpplain,Mirai,1,ciciot2023-0002178,critical,Brazil,iot-dmz-api-04,10.112.8.138
20.0,6,64.0,1684.895256,0.0,0.0,1.0,0.0,1.0,100,0,0,100,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,0.000574,100,0.0,DoS-HTTP_Flood,DoS,1,ciciot2023-0002179,critical,Turkey,smart-home-hub-03,10.77.8.139
21.2,6,62.7,230.911076,0.0,0.1,0.0,0.5,0.9,9,1,0,0,0.0,0.9,0.0,0.9,0.1,0.0,3193,60,1385,319.3,421.5513808145653,319.3,0.004329,10,177705.56666666668,Recon-OSScan,Recon,1,ciciot2023-0002180,medium,United States,camera-vlan-02,10.93.8.140
29.6,6,125.8,1501.055053,0.0,0.0,0.0,0.1,0.9,9,0,0,0,0.0,0.8,0.1,0.9,0.1,0.0,8127,66,2962,812.7,1007.0963817938292,812.7,0.000692,10,1014243.1222222222,BenignTraffic,Benign,0,ciciot2023-0002181,low,France,iot-dmz-api-04,10.37.8.141
30.4,6,75.9,77.797319,0.2,0.1,0.0,0.3,0.9,9,1,2,0,0.0,0.8,0.1,0.9,0.1,0.0,791,66,113,79.1,18.87649920462537,79.1,0.012608,10,356.32222222222225,BenignTraffic,Benign,0,ciciot2023-0002182,low,Spain,edge-gateway-01,10.37.8.142
22.4,6,116.6,40.612765,0.0,0.1,0.0,0.2,0.6,6,1,0,0,0.1,0.6,0.0,0.7,0.2,0.1,1045,54,214,104.5,57.328003628244375,104.5,0.02393,10,3286.5,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0002183,high,China,iot-dmz-api-04,10.67.8.143
10.4,17,82.1,144.621875,0.0,0.1,0.0,0.0,0.0,0,1,0,0,0.0,0.1,0.4,0.1,0.8,0.1,767,60,96,76.7,15.804710971380937,76.7,0.009698,10,249.7888888888889,Recon-PortScan,Recon,1,ciciot2023-0002184,medium,United States,camera-vlan-02,10.93.8.144
0.0,47,64.0,3771.798625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,59200,592,592,592.0,0.0,592.0,0.000257,100,0.0,Mirai-greeth_flood,Mirai,1,ciciot2023-0002185,critical,South Korea,smart-home-hub-03,10.112.8.145
