header_length,protocol_type,time_to_live,rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,rst_count,http,https,dns,tcp,udp,icmp,tot_sum,min_packet_size,max_packet_size,avg_packet_size,std_packet_size,tot_size,iat,packet_number,variance,attack_type,attack_class,is_attack,flow_id,severity,source_country,destination_server,source_ip
3.68,17,60.16,958.4789762340037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.46,0.01,87309,60,1514,873.09,598.6327029408792,873.09,0.0010433411598205,100,358361.113030303,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0000022,critical,United States,smart-home-hub-03,10.89.0.22
0.0,47,64.0,13704.188721165783,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,59200,592,592,592.0,0.0,592.0,7.327079772949219e-05,100,0.0,Mirai-greeth_flood,Mirai,1,ciciot2023-0000023,critical,Indonesia,edge-gateway-01,10.112.0.23
12.8,17,64.0,240.1479488133749,0.0,0.0,0.0,0.1,0.2,2,0,0,0,0.0,0.2,0.1,0.2,0.8,0.0,924,60,230,92.4,59.88730156626603,92.4,0.0053027153015136,10,3586.48888888889,BenignTraffic,Benign,0,ciciot2023-0000024,low,Morocco,smart-home-hub-03,10.37.0.24
32.0,6,59.6,200.15576086126595,0.2,0.0,0.0,0.2,1.0,10,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,913,66,312,91.3,77.5772733043211,91.3,0.0060083150863647,10,6018.233333333331,BenignTraffic,Benign,0,ciciot2023-0000025,low,France,iot-dmz-api-04,10.37.0.25
17.6,17,80.9,58.37681353063656,0.0,0.0,0.0,0.1,0.4,4,0,0,0,0.0,0.4,0.0,0.4,0.6,0.0,1432,60,345,143.2,116.84919055489144,143.2,0.0182775020599365,10,13653.73333333333,BenignTraffic,Benign,0,ciciot2023-0000026,low,Spain,edge-gateway-01,10.37.0.26
8.0,17,97.5,3455.230249608699,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,7918,68,1292,791.8,539.6298731538128,791.8,0.0003045082092285,10,291200.4000000001,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0000027,high,Netherlands,iot-dmz-api-04,10.67.0.27
20.0,6,64.0,58278.50493261081,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,1.7158985137939453e-05,100,0.0,DoS-TCP_Flood,DoS,1,ciciot2023-0000028,critical,Russia,iot-dmz-api-04,10.77.0.28
8.0,17,64.0,11077.87227299139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,9.02700424194336e-05,100,0.0,DoS-UDP_Flood,DoS,1,ciciot2023-0000029,critical,Germany,edge-gateway-01,10.77.0.29
33.2,6,100.6,11905.48963951178,0.0,0.0,0.0,0.2,0.8,8,0,0,0,0.0,0.8,0.2,0.8,0.2,0.0,3632,66,1500,363.2,599.1773619815013,363.2,8.43048095703125e-05,10,359013.51111111115,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0000030,high,Netherlands,smart-home-hub-03,10.67.0.30
20.92,6,64.0,38241.283734500365,0.0,1.0,0.0,0.0,0.23,23,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,2.6149749755859377e-05,100,0.0,DoS-SYN_Flood,DoS,1,ciciot2023-0000031,critical,Turkey,smart-home-hub-03,10.77.0.31
4.0,17,63.77,1334.2741076058292,0.0,0.01,0.0,0.0,0.01,1,1,0,0,0.0,0.0,0.0,0.01,0.47,0.01,88872,60,1514,888.72,595.1402870014105,888.72,0.0007572412490844,100,354191.96121212124,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0000032,critical,United States,edge-gateway-01,10.89.0.32
33.68,6,67.85,963.4392794713184,0.01,0.25,0.0,0.28,0.85,85,25,1,0,0.8,0.14,0.01,0.98,0.01,0.01,23752,66,4410,237.52,595.0962146127839,237.52,0.0010468792915344,100,354139.5046464646,DDoS-SlowLoris,DDoS,1,ciciot2023-0000033,critical,Brazil,camera-vlan-02,10.89.0.33
18.8,6,57.7,5086.471016250303,0.0,0.0,0.9,0.0,0.9,9,0,0,9,0.0,0.0,0.0,0.9,0.1,0.0,758,60,218,75.8,49.963987030660384,75.8,0.0009236097335815,10,2496.399999999999,Recon-OSScan,Recon,1,ciciot2023-0000034,medium,India,iot-dmz-api-04,10.93.0.34
32.0,6,233.0,3353.565203486048,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,660,66,66,66.0,0.0,66.0,0.0003480911254882,10,0.0,BenignTraffic,Benign,0,ciciot2023-0000035,low,United States,camera-vlan-02,10.37.0.35
30.0,6,118.0,68.9884402571171,0.0,0.2,0.0,0.2,0.8,8,2,0,0,0.0,0.8,0.0,0.9,0.1,0.0,1034,60,214,103.4,59.68100386406233,103.4,0.0149808883666992,10,3561.822222222223,BenignTraffic,Benign,0,ciciot2023-0000036,low,Morocco,smart-home-hub-03,10.37.0.36
8.28,17,62.7,1232.0280578899597,0.0,0.0,0.0,0.0,0.03,3,0,0,0,0.0,0.0,0.0,0.03,0.96,0.0,53424,60,554,534.24,97.29151447006451,534.24,0.0008134508132934,100,9465.638787878772,Mirai-udpplain,Mirai,1,ciciot2023-0000037,critical,South Korea,smart-home-hub-03,10.112.0.37
28.8,6,140.2,107.86071187024736,0.0,0.0,0.0,0.1,0.9,9,0,0,0,0.0,0.9,0.0,0.9,0.0,0.0,744,60,156,74.4,28.73325599370876,74.4,0.0111953973770141,10,825.6000000000004,BenignTraffic,Benign,0,ciciot2023-0000038,low,Spain,edge-gateway-01,10.37.0.38
18.8,6,57.7,515.543100163477,0.1,0.0,0.0,0.1,0.7,7,0,1,0,0.5,0.2,0.0,0.7,0.3,0.0,3368,54,1500,336.8,542.7495432210576,336.8,0.0042849063873291,10,294577.0666666667,DNS_Spoofing,Spoofing,1,ciciot2023-0000039,high,Netherlands,iot-dmz-api-04,10.67.0.39
28.0,6,70.0,125.59977481119476,0.0,0.1,0.0,0.3,0.7,7,1,0,0,0.1,0.0,0.2,0.8,0.2,0.0,1439,66,791,143.9,227.4649912013324,143.9,0.0083961009979248,10,51740.32222222221,VulnerabilityScan,Recon,1,ciciot2023-0000040,medium,United States,camera-vlan-02,10.93.0.40
7.92,17,63.36,5418.297377599793,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.99,0.0,54906,60,554,549.06,49.39999999999993,549.06,0.0001862907409667,100,2440.359999999993,Mirai-udpplain,Mirai,1,ciciot2023-0000041,critical,South Korea,smart-home-hub-03,10.112.0.41
20.12,6,64.0,3817.2372995504106,0.0,0.0,0.0,0.0,0.01,1,0,0,0,0.0,0.01,0.0,1.0,0.0,0.0,6006,60,66,60.06,0.5999999999999988,60.06,0.0002619695663452,100,0.3599999999999985,DDoS-TCP_Flood,DDoS,1,ciciot2023-0000042,critical,United States,smart-home-hub-03,10.89.0.42
22.0,6,67.2,55.00676059367324,0.0,0.0,0.0,0.5,0.7,7,0,0,0,0.0,0.4,0.0,0.7,0.1,0.0,1160,60,230,116.0,56.245493646651866,116.0,0.0185672998428344,10,3163.555555555556,BenignTraffic,Benign,0,ciciot2023-0000043,low,United States,camera-vlan-02,10.37.0.43
24.12,6,64.0,1242.4953565324035,0.19,0.29,0.0,0.3,0.82,82,29,19,0,0.96,0.0,0.0,0.96,0.04,0.0,54579,60,2596,545.79,965.4707261907596,545.79,0.0008584117889404,100,932133.723131313,DoS-HTTP_Flood,DoS,1,ciciot2023-0000044,critical,Russia,iot-dmz-api-04,10.77.0.44
0.4,47,63.36,3009.517249296826,0.0,0.01,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.01,0.0,0.0,56778,60,578,567.78,71.90728879479589,567.78,0.0003323006629943,100,5170.658181818179,Mirai-greip_flood,Mirai,1,ciciot2023-0000045,critical,South Korea,smart-home-hub-03,10.112.0.45
22.56,6,64.0,6020.503251180617,0.0,1.0,0.0,0.0,0.64,64,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,0.0001662492752075,100,0.0,DoS-SYN_Flood,DoS,1,ciciot2023-0000046,critical,Netherlands,camera-vlan-02,10.77.0.46
20.0,6,64.0,8737.5872341312,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,0.000114459991455,100,0.0,DoS-TCP_Flood,DoS,1,ciciot2023-0000047,critical,Turkey,smart-home-hub-03,10.77.0.47
18.8,6,114.6,70.77297930285063,0.0,0.0,0.0,0.4,0.7,7,0,0,0,0.0,0.2,0.0,0.7,0.3,0.0,935,60,164,93.5,47.47689496539928,93.5,0.0145096063613891,10,2254.055555555556,BenignTraffic,Benign,0,ciciot2023-0000048,low,Morocco,smart-home-hub-03,10.37.0.48
20.0,6,64.0,41100.48015678589,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,2.433061599731445e-05,100,0.0,DDoS-TCP_Flood,DDoS,1,ciciot2023-0000049,critical,India,camera-vlan-02,10.89.0.49
9.32,6,54.9,328.3898865751198,0.0,0.0,0.08,0.01,0.35,35,0,0,8,0.0,0.03,0.0,0.43,0.06,0.01,65232,60,1514,652.32,620.570328753553,652.32,0.0030451607704162,100,385107.5329292928,DDoS-ACK_Fragmentation,DDoS,1,ciciot2023-0000050,critical,China,smart-home-hub-03,10.89.0.50
8.0,17,60.0,2236.127312470011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12920,1292,1292,1292.0,0.0,1292.0,0.0004473209381103,10,0.0,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0000051,high,Netherlands,iot-dmz-api-04,10.67.0.51
20.0,6,43.0,2736.010437051533,0.0,0.0,0.0,0.0,1.0,10,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,540,54,54,54.0,0.0,54.0,0.0003911972045898,10,0.0,DNS_Spoofing,Spoofing,1,ciciot2023-0000052,high,Russia,edge-gateway-01,10.67.0.52
20.0,6,64.0,1471.1952156298778,0.0,1.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,0.0007502007484436,100,0.0,DDoS-SYN_Flood,DDoS,1,ciciot2023-0000053,critical,Brazil,camera-vlan-02,10.89.0.53
11.2,17,89.5,159.8238026467708,0.0,0.0,0.0,0.1,0.2,2,0,0,0,0.0,0.2,0.3,0.2,0.6,0.1,2335,60,583,233.5,157.02671393393192,233.5,0.0111901044845581,10,24657.38888888889,Uploading_Attack,Web-based,1,ciciot2023-0000054,high,United States,iot-dmz-api-04,10.23.0.54
4.0,17,64.0,2106.5472005142938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,93800,362,1514,938.0,578.9017815893061,938.0,0.0004773712158203,100,335127.2727272727,DDoS-UDP_Fragmentation,DDoS,1,ciciot2023-0000055,critical,China,iot-dmz-api-04,10.89.0.55
23.6,6,96.7,84.95016577651664,0.0,0.0,0.0,0.3,0.9,9,0,0,0,0.0,0.5,0.0,0.9,0.1,0.0,934,60,214,93.4,51.706866081788405,93.4,0.0139109134674072,10,2673.6000000000004,BenignTraffic,Benign,0,ciciot2023-0000056,low,Morocco,smart-home-hub-03,10.37.0.56
7.92,17,63.36,59141.342357586014,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.99,0.0,6000,60,60,60.0,0.0,60.0,1.692056655883789e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0000057,critical,United States,camera-vlan-02,10.89.0.57
0.0,1,64.0,41527.76237623762,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6000,60,60,60.0,0.0,60.0,2.408981323242188e-05,100,0.0,DDoS-ICMP_Flood,DDoS,1,ciciot2023-0000058,critical,Brazil,smart-home-hub-03,10.89.0.58
17.6,6,58.1,27.851585844929573,0.2,0.0,0.0,0.1,0.5,5,0,2,0,0.0,0.5,0.0,0.5,0.2,0.0,961,60,230,96.1,66.58069456598429,96.1,0.0360582113265991,10,4432.988888888889,VulnerabilityScan,Recon,1,ciciot2023-0000059,medium,Vietnam,edge-gateway-01,10.93.0.59
29.6,6,108.0,182.9257272449736,0.0,0.1,0.0,0.2,0.8,8,1,0,0,0.1,0.8,0.0,0.9,0.0,0.0,14692,60,4410,1469.2,2048.141965565647,1469.2,0.0055411100387573,10,4194885.511111111,BenignTraffic,Benign,0,ciciot2023-0000060,low,Morocco,smart-home-hub-03,10.37.0.60
7.84,17,62.72,2215.0362280572044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.98,0.0,54412,60,554,544.12,69.50841530332711,544.12,0.0004521107673645,100,4831.419797979799,Mirai-udpplain,Mirai,1,ciciot2023-0000061,critical,South Korea,smart-home-hub-03,10.112.0.61
8.0,17,64.0,8725.953356772838,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,55400,554,554,554.0,0.0,554.0,0.0001165103912353,100,0.0,Mirai-udpplain,Mirai,1,ciciot2023-0000062,critical,Brazil,iot-dmz-api-04,10.112.0.62
16.8,6,109.7,123.63387688208176,0.0,0.0,0.0,0.3,0.5,5,0,0,0,0.0,0.3,0.0,0.5,0.4,0.0,1740,60,345,174.0,123.06818345038566,174.0,0.0106518983840942,10,15145.777777777776,BenignTraffic,Benign,0,ciciot2023-0000063,low,United States,camera-vlan-02,10.37.0.63
28.0,6,65.0,58.61109868980012,0.2,0.1,0.0,0.2,0.8,8,1,2,0,0.0,0.8,0.2,0.8,0.2,0.0,1000,66,317,100.0,78.488498803611,100.0,0.0199589967727661,10,6160.444444444444,Recon-PortScan,Recon,1,ciciot2023-0000064,medium,United States,camera-vlan-02,10.93.0.64
32.0,6,214.3,1650.1314029427965,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,2108,66,1514,210.8,457.8978051923813,210.8,0.0006120204925537,10,209670.4,BenignTraffic,Benign,0,ciciot2023-0000065,low,France,iot-dmz-api-04,10.37.0.65
46.0,6,93.5,17608.32913518052,0.0,0.0,0.0,0.2,1.0,10,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,9176,94,2858,917.6,962.7635223667336,917.6,6.139278411865234e-05,10,926913.6,BenignTraffic,Benign,0,ciciot2023-0000066,low,Spain,edge-gateway-01,10.37.0.66
20.0,6,64.0,15958.846358724602,0.0,1.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,6.266117095947265e-05,100,0.0,DoS-SYN_Flood,DoS,1,ciciot2023-0000067,critical,Turkey,smart-home-hub-03,10.77.0.67
24.0,6,50.1,312.97039159503345,0.0,1.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,1.0,0.0,0.0,600,60,60,60.0,0.0,60.0,0.0031954050064086,10,0.0,Recon-HostDiscovery,Recon,1,ciciot2023-0000068,medium,United States,camera-vlan-02,10.93.0.68
32.0,6,149.0,876.0399348343707,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,23828,66,4410,2382.8,1556.553229271507,2382.8,0.0011415958404541,10,2422857.9555555563,BenignTraffic,Benign,0,ciciot2023-0000069,low,France,iot-dmz-api-04,10.37.0.69
9.72,17,65.27,36311.17652151329,0.0,0.05,0.0,0.0,0.0,0,5,0,0,0.0,0.05,0.03,0.05,0.94,0.0,6381,60,230,63.81,18.539989539404072,63.81,2.753973007202149e-05,100,343.7312121212124,DDoS-UDP_Flood,DDoS,1,ciciot2023-0000070,critical,China,smart-home-hub-03,10.89.0.70
10.4,17,98.2,69.53571612120288,0.0,0.0,0.0,0.2,0.2,2,0,0,0,0.0,0.0,0.0,0.2,0.8,0.0,692,50,175,69.2,38.6143323995983,69.2,0.0155495882034301,10,1491.0666666666666,DNS_Spoofing,Spoofing,1,ciciot2023-0000071,high,China,iot-dmz-api-04,10.67.0.71
14.4,17,108.6,121.26787154748446,0.1,0.1,0.0,0.0,0.2,2,1,1,0,0.2,0.0,0.3,0.3,0.5,0.1,1070,60,230,107.0,66.2872536767062,107.0,0.0093942165374755,10,4394.0,Recon-PortScan,Recon,1,ciciot2023-0000072,medium,United States,camera-vlan-02,10.93.0.72
30.4,6,75.4,122.87112064167238,0.0,0.1,0.0,0.6,0.8,8,1,0,0,0.1,0.7,0.1,0.9,0.1,0.0,7180,66,5244,718.0,1609.020613085281,718.0,0.0111183166503906,10,2588947.333333333,BenignTraffic,Benign,0,ciciot2023-0000073,low,France,iot-dmz-api-04,10.37.0.73
25.6,6,59.5,41.86939173992946,0.1,0.2,0.0,0.2,0.6,6,2,1,0,0.5,0.2,0.2,0.7,0.2,0.0,1249,60,441,124.9,118.46842054601164,124.9,0.0248211860656738,10,14034.76666666667,BenignTraffic,Benign,0,ciciot2023-0000074,low,Spain,edge-gateway-01,10.37.0.74
32.0,6,64.0,810.1804133668147,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,17916,1474,2962,1791.6,596.2019046523678,1791.6,0.0013062000274658,10,355456.7111111112,BenignTraffic,Benign,0,ciciot2023-0000075,low,United States,camera-vlan-02,10.37.0.75
26.0,6,160.4,184.69949975339955,0.0,0.0,0.0,0.1,0.8,8,0,0,0,0.0,0.7,0.0,0.8,0.2,0.0,794,66,123,79.4,22.16704260332843,79.4,0.005881381034851,10,491.3777777777776,Recon-PortScan,Recon,1,ciciot2023-0000076,medium,United States,camera-vlan-02,10.93.0.76
20.0,6,64.0,6600.214011455907,0.0,1.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6000,60,60,60.0,0.0,60.0,0.0001515197753906,100,0.0,DDoS-SYN_Flood,DDoS,1,ciciot2023-0000077,critical,United States,camera-vlan-02,10.89.0.77
48.8,6,87.6,15482.849760059062,0.0,0.0,0.0,0.1,1.0,10,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6450,94,1500,645.0,711.4225186202641,645.0,6.489753723144531e-05,10,506122.0,DNS_Spoofing,Spoofing,1,ciciot2023-0000078,high,Netherlands,smart-home-hub-03,10.67.0.78
8.24,17,65.7,28426.323280243985,0.0,0.0,0.0,0.01,0.01,1,0,0,0,0.0,0.01,0.0,0.01,0.99,0.0,7369,60,1392,73.69,133.21401441426372,73.69,3.549814224243164e-05,100,17745.97363636366,DoS-UDP_Flood,DoS,1,ciciot2023-0000079,critical,Turkey,smart-home-hub-03,10.77.0.79
28.0,6,114.4,271.26704997445336,0.0,0.1,0.0,0.1,0.7,7,1,0,0,0.1,0.7,0.1,0.8,0.2,0.0,8281,66,4410,828.1,1388.1162655435842,828.1,0.003686499595642,10,1926866.7666666664,BenignTraffic,Benign,0,ciciot2023-0000080,low,Morocco,smart-home-hub-03,10.37.0.80
30.4,6,66.3,159.86949130577304,0.0,0.1,0.0,0.4,0.9,9,1,0,0,0.0,0.9,0.1,0.9,0.1,0.0,4592,66,1500,459.2,554.9798394736715,459.2,0.0078073024749755,10,308002.6222222222,MITM-ArpSpoofing,Spoofing,1,ciciot2023-0000081,high,Netherlands,camera-vlan-02,10.67.0.81
8.0,17,64.0,38036.67361929809,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6000,60,60,60.0,0.0,60.0,2.6290416717529296e-05,100,0.0,DDoS-UDP_Flood,DDoS,1,ciciot2023-0000082,critical,United States,smart-home-hub-03,10.89.0.82
